Soil Moisture,Temperature, Soil Humidity,N,P,K,Status,Fertilizer,Pest
31,15,23,33,24,92,OFF,,
21,17,29,26,31,24,ON,,
69,43,39,89,9,68,ON,,
19,37,30,91,65,89,ON,,
16,24,38,63,95,81,ON,,
60,4,25,27,3,8,OFF,,
42,33,31,79,89,12,ON,,
13,12,36,82,94,89,ON,,
39,17,60,32,70,49,OFF,,
42,20,56,41,21,68,ON,,
60,27,70,52,71,88,OFF,,
66,45,55,7,16,38,OFF,,
80,8,38,36,35,24,ON,,
59,25,42,62,39,77,OFF,,
1,38,21,11,4,27,OFF,,
45,16,23,49,43,47,OFF,,
21,32,28,89,84,79,ON,,
37,10,58,38,89,74,OFF,,
51,10,31,36,22,45,OFF,,
41,17,23,85,25,14,ON,,
32,15,43,13,43,25,OFF,,
15,11,42,66,31,89,ON,,
88,39,22,15,32,75,OFF,,
78,32,28,89,20,55,OFF,,
31,9,66,58,69,75,ON,,
67,35,32,28,26,16,ON,,
45,43,20,55,44,50,OFF,,
48,21,40,34,18,72,ON,,
4,6,51,33,32,79,ON,,
15,6,51,82,55,17,ON,,
63,3,46,92,98,68,OFF,,
38,38,45,26,0,57,OFF,,
34,31,45,86,48,73,ON,,
27,8,38,39,95,59,ON,,
1,23,24,56,69,13,OFF,,
88,38,60,65,66,70,OFF,,
73,36,37,42,81,51,OFF,,
64,8,49,68,92,7,OFF,,
19,4,30,52,63,1,ON,,
45,15,51,80,67,36,OFF,,
77,19,33,86,21,40,OFF,,
90,16,60,53,84,3,OFF,,
33,18,49,36,60,15,OFF,,
12,0,41,71,80,97,OFF,,
13,13,42,31,65,54,ON,,
72,27,29,33,22,6,OFF,,
5,29,50,28,17,35,ON,,
26,36,22,97,77,8,OFF,,
70,33,22,92,99,78,ON,,
62,17,69,9,66,20,ON,,
90,44,21,97,59,25,OFF,,
86,17,26,75,98,34,OFF,,
29,39,29,80,85,58,ON,,
80,32,23,11,62,91,OFF,,
43,39,24,28,25,10,ON,,
89,45,38,6,92,96,OFF,,
5,32,29,20,48,28,ON,,
47,44,48,84,76,40,ON,,
57,12,63,36,63,74,OFF,,
86,9,43,92,60,5,OFF,,
15,32,68,94,79,42,ON,,
59,31,31,11,56,23,ON,,
23,44,39,81,90,70,OFF,,
16,3,63,72,72,49,ON,,
88,38,64,18,26,72,OFF,,
22,20,61,39,74,63,ON,,
23,11,68,33,89,99,ON,,
49,25,46,18,69,97,OFF,,
63,19,43,14,14,6,OFF,,
73,0,22,89,3,88,OFF,,
87,40,61,28,68,70,OFF,,
34,32,64,99,40,72,ON,,
86,28,35,71,64,81,OFF,,
63,9,25,55,24,15,OFF,,
55,19,36,43,15,19,ON,,
62,25,65,47,48,57,ON,,
73,7,23,29,23,40,OFF,,
55,45,28,27,26,70,ON,,
49,34,56,91,36,35,ON,,
43,25,56,60,31,20,ON,,
26,23,34,33,82,94,ON,,
49,17,24,87,35,53,ON,,
46,40,56,1,35,15,ON,,
47,11,61,51,85,70,OFF,,
17,35,37,11,73,71,OFF,,
75,16,67,52,23,72,OFF,,
21,2,31,4,45,57,OFF,,
21,14,44,18,96,84,ON,,
33,22,70,36,84,59,ON,,
32,37,61,2,41,14,ON,,
64,7,23,68,39,75,OFF,,
25,27,65,66,99,24,ON,,
7,18,63,28,8,2,ON,,
40,35,49,98,49,86,ON,,
73,19,24,96,3,54,OFF,,
8,1,52,17,6,54,ON,,
10,5,21,57,50,7,OFF,,
51,27,36,40,60,61,ON,,
67,0,57,8,27,40,OFF,,
23,15,43,55,50,53,ON,,
35,34,26,51,96,55,ON,,
33,17,48,40,56,38,ON,,
86,22,45,26,60,95,OFF,,
1,40,32,38,72,90,ON,,
86,39,47,52,73,87,OFF,,
88,13,58,24,30,30,OFF,,
80,23,38,13,79,93,OFF,,
69,10,68,64,15,82,ON,,
78,29,34,48,51,25,OFF,,
32,45,46,58,28,6,ON,,
57,42,64,59,32,9,ON,,
80,31,39,24,79,92,ON,,
30,3,63,32,38,88,ON,,
27,15,22,53,65,70,OFF,,
28,34,30,90,52,95,OFF,,
85,40,55,83,87,10,OFF,,
43,7,66,62,55,77,ON,,
6,13,34,84,53,52,ON,,
44,40,46,42,72,18,ON,,
27,18,49,16,18,31,ON,,
75,17,56,56,54,80,OFF,,
60,43,63,57,14,50,OFF,,
46,27,39,49,19,18,ON,,
85,14,46,82,18,60,OFF,,
84,38,28,48,18,61,ON,,
35,4,57,15,66,98,OFF,,
62,22,39,59,13,24,ON,,
30,37,36,6,71,80,ON,,
41,1,26,69,84,7,OFF,,
58,9,66,19,23,99,ON,,
61,20,26,12,14,15,OFF,,
84,17,50,61,50,95,OFF,,
61,4,37,92,22,5,OFF,,
69,25,50,28,52,6,ON,,
29,24,66,69,51,33,ON,,
56,19,33,81,55,92,ON,,
62,32,51,23,32,96,ON,,
2,2,57,52,20,82,ON,,
48,39,31,50,41,28,ON,,
90,16,66,2,43,13,ON,,
45,28,26,63,64,9,ON,,
27,33,49,64,7,8,ON,,
44,27,27,9,53,4,ON,,
7,31,52,83,78,70,ON,,
74,0,53,5,45,94,OFF,,
6,11,61,89,8,87,ON,,
50,20,38,62,56,14,ON,,
72,44,56,4,96,89,ON,,
50,16,52,64,71,32,OFF,,
83,29,45,84,85,16,ON,,
36,23,60,88,36,89,OFF,,
50,19,55,82,98,71,ON,,
53,0,45,42,48,95,OFF,,
89,20,70,4,71,73,OFF,,
64,4,38,73,20,48,OFF,,
42,12,48,60,89,1,OFF,,
80,1,62,41,79,72,OFF,,
45,29,47,42,33,2,ON,,
52,14,65,33,58,34,OFF,,
67,18,43,1,8,15,ON,,
84,2,68,59,19,83,OFF,,
53,31,36,51,67,94,ON,,
50,37,57,90,68,21,ON,,
75,23,31,81,33,53,OFF,,
63,6,53,80,47,75,OFF,,
11,8,26,15,19,61,OFF,,
83,25,31,34,65,23,OFF,,
20,35,47,61,93,44,ON,,
50,10,40,6,89,88,ON,,
32,4,55,53,52,83,OFF,,
9,7,46,79,1,86,ON,,
89,38,24,34,75,77,ON,,
73,28,49,38,49,28,ON,,
36,16,24,43,14,34,OFF,,
65,36,28,29,72,99,OFF,,
75,31,51,80,33,30,OFF,,
17,10,37,50,64,77,ON,,
68,19,46,23,57,1,ON,,
21,38,21,29,89,81,ON,,
36,10,67,2,13,46,ON,,
10,24,50,31,14,99,OFF,,
6,35,40,51,7,11,ON,,
49,31,33,93,22,82,ON,,
61,26,56,27,33,42,OFF,,
33,24,40,37,76,87,OFF,,
60,38,50,80,91,44,OFF,,
86,9,70,71,18,13,ON,,
18,30,37,20,52,65,ON,,
74,11,37,59,25,92,ON,,
80,41,56,28,77,12,OFF,,
20,41,35,11,77,27,ON,,
87,10,60,13,57,73,OFF,,
6,13,63,78,1,5,ON,,
52,43,69,92,11,50,ON,,
5,40,40,17,19,40,ON,,
21,30,50,83,39,41,ON,,
1,20,61,4,9,58,ON,,
1,29,55,33,9,78,OFF,,
46,1,34,74,50,92,OFF,,
32,11,41,10,55,85,ON,,
68,25,30,74,93,87,OFF,,
50,3,35,52,24,22,ON,,
56,41,58,84,73,50,OFF,,
81,3,67,79,7,43,ON,,
74,44,34,95,3,41,ON,,
76,10,33,72,67,32,ON,,
73,2,65,4,71,11,ON,,
72,1,50,80,9,0,OFF,,
69,25,41,2,48,53,ON,,
73,34,20,65,78,91,ON,,
64,21,22,40,3,74,OFF,,
24,18,35,43,76,20,OFF,,
14,13,46,77,59,7,OFF,,
13,6,35,45,22,55,ON,,
88,45,25,71,41,32,ON,,
88,27,51,79,35,67,OFF,,
17,38,53,52,37,43,ON,,
34,28,35,79,35,64,OFF,,
87,4,51,46,50,30,OFF,,
66,16,53,47,26,44,OFF,,
81,28,55,83,59,98,OFF,,
89,17,65,84,6,93,ON,,
62,13,51,26,76,38,OFF,,
33,18,28,21,86,14,OFF,,
16,23,64,43,48,51,ON,,
19,0,42,10,76,66,OFF,,
63,32,62,55,34,36,ON,,
43,10,54,87,39,58,OFF,,
26,34,45,85,89,24,ON,,
18,37,30,87,10,99,ON,,
50,22,53,72,18,19,ON,,
73,0,57,75,53,14,OFF,,
62,14,65,31,12,0,ON,,
76,43,60,88,88,23,ON,,
63,23,41,5,53,2,ON,,
43,26,65,22,95,4,OFF,,
18,2,57,97,90,76,ON,,
36,41,47,74,66,33,ON,,
7,12,33,27,66,3,ON,,
56,24,60,96,48,87,ON,,
69,20,65,94,61,80,ON,,
35,45,44,78,86,66,ON,,
83,32,55,4,74,81,OFF,,
64,26,46,5,73,81,ON,,
37,22,21,22,83,98,ON,,
62,29,58,76,20,79,ON,,
66,20,69,11,5,75,OFF,,
38,14,56,63,3,86,ON,,
18,22,51,4,71,86,ON,,
75,28,46,47,41,79,ON,,
10,37,58,85,63,31,ON,,
10,43,36,91,91,13,ON,,
48,3,50,93,21,35,ON,,
9,29,20,72,27,12,ON,,
88,12,43,52,22,9,ON,,
62,30,33,62,41,96,ON,,
1,38,34,84,85,7,ON,,
85,1,45,67,50,37,OFF,,
84,42,48,72,59,30,ON,,
63,1,54,68,54,82,OFF,,
2,34,66,11,9,80,ON,,
17,35,29,27,33,4,ON,,
71,12,40,26,49,62,ON,,
83,42,22,94,17,7,ON,,
68,5,38,82,90,53,OFF,,
27,35,49,35,0,25,ON,,
82,40,41,3,74,9,OFF,,
49,7,22,33,89,10,OFF,,
46,13,69,99,26,80,OFF,,
29,42,53,56,14,48,ON,,
68,34,55,30,94,80,ON,,
1,23,44,67,27,69,ON,,
24,18,60,31,69,1,OFF,,
74,16,26,74,86,59,OFF,,
40,15,69,13,85,27,ON,,
46,6,37,84,59,45,ON,,
53,9,21,60,99,19,OFF,,
61,18,52,45,1,99,OFF,,
11,14,22,78,97,83,OFF,,
56,20,49,95,5,23,ON,,
77,15,70,88,67,30,ON,,
33,42,56,20,10,15,ON,,
44,29,23,84,81,62,ON,,
11,9,36,35,23,59,OFF,,
11,7,32,35,34,57,OFF,,
13,13,41,65,66,87,ON,,
83,27,66,57,45,29,OFF,,
39,21,68,67,75,28,ON,,
20,6,25,72,84,90,ON,,
20,13,60,57,39,50,OFF,,
18,19,26,31,97,15,ON,,
46,34,42,32,36,75,ON,,
83,27,67,76,1,98,ON,,
17,32,41,78,81,10,ON,,
26,20,23,52,37,37,OFF,,
90,11,24,54,66,96,OFF,,
20,20,47,29,31,62,ON,,
12,32,67,15,48,26,ON,,
8,29,46,31,11,64,OFF,,
31,28,40,80,80,23,ON,,
11,28,58,23,7,93,ON,,
15,13,60,61,20,64,ON,,
46,1,47,31,25,98,OFF,,
51,29,53,37,37,87,ON,,
30,39,34,13,91,21,OFF,,
40,24,50,32,59,48,ON,,
70,18,64,22,74,43,OFF,,
65,29,52,16,96,60,OFF,,
54,38,31,19,58,8,OFF,,
79,18,68,56,77,0,ON,,
90,10,23,57,11,75,OFF,,
69,0,33,75,97,15,OFF,,
53,42,64,84,90,8,ON,,
70,14,34,45,24,0,ON,,
78,21,42,67,79,95,OFF,,
48,10,66,54,35,68,ON,,
49,6,37,96,13,91,ON,,
41,0,51,43,84,30,OFF,,
9,39,59,50,73,60,ON,,
75,15,61,25,30,18,OFF,,
79,8,41,31,47,81,OFF,,
14,26,62,31,66,29,ON,,
46,24,58,78,35,27,OFF,,
32,31,42,1,6,42,ON,,
8,14,69,88,84,47,ON,,
50,43,62,7,94,92,ON,,
53,27,59,74,26,78,ON,,
78,34,50,74,79,37,OFF,,
62,28,67,64,22,61,ON,,
68,12,49,66,66,0,OFF,,
28,10,40,51,59,88,OFF,,
34,22,31,71,39,95,OFF,,
20,7,70,19,30,74,OFF,,
81,36,39,48,43,2,ON,,
83,28,46,79,31,98,OFF,,
62,29,30,90,65,2,OFF,,
32,33,28,44,13,1,ON,,
80,32,65,34,14,70,OFF,,
22,25,27,83,81,45,ON,,
88,32,64,97,25,78,ON,,
25,31,30,77,28,45,ON,,
13,20,69,6,84,8,ON,,
57,38,30,5,93,91,ON,,
89,24,63,51,65,84,OFF,,
54,3,50,35,24,39,OFF,,
44,3,29,1,35,95,OFF,,
80,42,24,96,21,66,ON,,
50,36,42,57,73,29,ON,,
79,28,48,79,63,41,ON,,
15,11,40,64,22,96,ON,,
85,17,20,2,49,29,OFF,,
13,27,39,78,83,80,ON,,
1,4,62,57,48,98,ON,,
47,34,30,55,54,48,OFF,,
26,11,53,90,97,10,ON,,
45,30,58,89,42,91,OFF,,
70,21,31,62,16,19,OFF,,
37,16,63,75,78,49,OFF,,
59,15,27,13,85,2,ON,,
44,21,69,40,8,56,ON,,
10,2,47,46,11,57,ON,,
76,35,61,53,38,69,ON,,
87,42,65,96,52,21,OFF,,
29,2,45,6,18,90,OFF,,
17,3,57,93,62,76,ON,,
64,10,58,21,78,42,OFF,,
52,34,67,9,72,8,OFF,,
66,20,30,47,1,99,OFF,,
81,45,51,44,67,9,OFF,,
25,15,38,20,43,48,ON,,
45,28,20,65,67,1,OFF,,
18,5,64,7,12,78,ON,,
31,14,67,17,85,89,ON,,
31,12,48,76,37,85,OFF,,
65,5,61,42,74,37,OFF,,
87,27,40,76,52,94,OFF,,
80,29,54,59,70,13,ON,,
57,43,54,73,57,2,ON,,
25,19,37,6,64,22,ON,,
65,34,40,33,12,90,ON,,
19,13,23,1,9,14,ON,,
75,31,39,33,16,72,ON,,
73,17,32,29,2,70,OFF,,
72,24,62,98,51,43,OFF,,
18,23,37,78,40,84,ON,,
25,21,35,50,92,25,OFF,,
63,40,41,27,27,94,ON,,
86,17,66,69,99,50,OFF,,
90,37,61,9,13,68,OFF,,
4,33,35,1,18,32,ON,,
74,3,28,67,51,86,OFF,,
41,24,47,88,17,83,ON,,
14,36,22,65,63,92,ON,,
32,23,44,24,83,44,ON,,
30,26,69,96,90,49,ON,,
32,31,40,69,3,76,OFF,,
79,22,59,36,14,79,OFF,,
6,1,42,67,10,73,ON,,
20,39,30,26,96,79,OFF,,
41,35,60,81,70,82,ON,,
86,36,44,44,95,40,ON,,
11,32,20,12,62,77,ON,,
38,9,23,23,26,28,OFF,,
82,36,49,63,70,86,ON,,
60,16,41,2,11,90,OFF,,
25,34,63,31,42,66,ON,,
47,10,27,53,46,88,OFF,,
85,24,27,64,22,55,OFF,,
13,16,63,86,94,83,ON,,
21,15,24,34,40,14,OFF,,
38,27,48,0,46,11,ON,,
58,33,45,52,97,19,ON,,
73,29,56,78,0,84,OFF,,
63,16,46,21,90,70,OFF,,
11,41,33,63,47,76,ON,,
13,40,33,85,95,56,ON,,
74,2,60,41,65,8,OFF,,
26,44,48,39,10,0,ON,,
82,45,26,44,14,99,OFF,,
45,22,27,92,35,22,OFF,,
3,36,38,20,56,90,ON,,
87,45,67,26,50,1,ON,,
44,33,35,7,64,50,ON,,
23,34,26,64,43,62,OFF,,
21,15,65,42,90,19,ON,,
72,34,68,25,28,12,OFF,,
55,45,56,75,46,12,ON,,
64,20,64,48,55,53,OFF,,
16,16,41,48,95,29,ON,,
19,12,49,83,10,54,OFF,,
81,21,70,57,30,69,OFF,,
62,4,32,35,41,84,ON,,
42,25,39,9,99,74,OFF,,
37,31,48,47,65,84,ON,,
50,27,42,98,31,16,ON,,
81,22,42,43,24,28,OFF,,
62,1,33,14,29,87,OFF,,
86,21,27,8,99,87,OFF,,
31,21,46,54,95,48,ON,,
56,36,40,25,64,3,ON,,
56,30,62,82,54,53,OFF,,
61,28,31,98,23,52,OFF,,
21,13,29,76,82,53,ON,,
23,26,42,56,87,83,OFF,,
29,19,52,41,72,68,OFF,,
54,38,62,98,8,87,ON,,
5,6,21,89,85,83,ON,,
81,17,60,95,69,79,OFF,,
28,21,70,24,15,34,OFF,,
48,26,21,29,39,15,ON,,
34,27,20,9,87,28,OFF,,
30,31,54,47,20,32,ON,,
27,44,36,83,1,35,OFF,,
72,3,65,15,14,71,ON,,
51,32,69,39,83,64,ON,,
53,45,41,70,11,88,OFF,,
27,1,37,11,17,37,OFF,,
71,7,21,67,22,17,OFF,,
1,43,28,1,1,8,ON,,
17,2,42,33,99,82,OFF,,
90,24,40,95,61,69,ON,,
61,25,31,16,93,50,OFF,,
17,0,39,52,89,46,OFF,,
40,11,68,47,45,79,ON,,
2,37,45,83,25,80,OFF,,
87,45,52,18,19,14,OFF,,
40,3,28,97,35,85,OFF,,
6,40,37,13,27,70,ON,,
64,16,51,61,33,67,OFF,,
82,14,28,30,82,36,OFF,,
70,36,29,93,87,29,ON,,
4,44,31,22,21,85,ON,,
60,37,68,62,21,83,ON,,
12,45,41,79,7,67,OFF,,
6,42,66,31,28,70,ON,,
71,45,28,56,74,82,OFF,,
84,16,65,15,75,90,ON,,
55,3,54,94,96,91,OFF,,
9,7,22,47,32,63,ON,,
28,43,51,75,75,38,OFF,,
53,17,46,87,44,84,ON,,
24,11,38,88,67,51,ON,,
39,2,63,15,38,87,ON,,
37,43,36,3,46,11,ON,,
71,42,55,49,60,38,OFF,,
28,27,36,0,49,89,ON,,
40,14,23,48,94,76,OFF,,
13,0,59,83,57,4,ON,,
50,9,20,22,28,93,ON,,
42,8,67,98,82,38,ON,,
27,37,27,16,33,81,ON,,
68,33,66,70,35,55,ON,,
75,37,44,20,13,39,OFF,,
1,28,48,3,74,78,ON,,
34,13,25,1,77,94,OFF,,
73,45,23,86,82,53,ON,,
60,20,49,58,47,11,OFF,,
88,40,65,22,60,59,ON,,
35,36,51,51,46,39,ON,,
6,8,38,75,95,4,OFF,,
40,18,61,91,57,38,ON,,
54,21,39,70,65,56,ON,,
43,43,49,91,82,4,ON,,
62,35,30,43,37,74,OFF,,
86,28,22,31,36,15,ON,,
85,14,34,17,21,4,ON,,
40,17,57,83,57,79,OFF,,
70,25,58,24,12,67,OFF,,
4,45,50,8,85,31,ON,,
79,14,41,79,83,85,ON,,
85,33,68,99,21,48,OFF,,
54,5,58,26,12,2,OFF,,
14,1,56,68,17,92,ON,,
75,26,38,86,10,92,OFF,,
42,18,69,12,52,50,ON,,
40,7,46,43,48,75,ON,,
11,3,59,1,10,18,ON,,
35,28,27,44,52,80,ON,,
28,38,49,23,39,74,ON,,
45,40,40,19,56,45,ON,,
84,40,26,54,66,4,OFF,,
58,27,62,93,0,4,ON,,
30,5,65,64,41,68,ON,,
87,20,40,31,16,48,OFF,,
32,23,41,73,13,94,ON,,
88,22,70,85,59,0,ON,,
20,30,45,99,20,71,OFF,,
17,37,54,54,35,18,OFF,,
68,44,23,3,17,86,OFF,,
50,9,24,90,51,89,OFF,,
39,41,65,14,0,18,ON,,
49,4,32,5,98,40,ON,,
48,22,49,87,65,49,ON,,
58,3,21,37,40,95,OFF,,
83,43,61,49,35,97,ON,,
58,37,55,35,86,10,ON,,
20,35,63,41,91,7,ON,,
47,17,29,52,25,89,ON,,
44,4,42,61,84,44,ON,,
52,28,22,76,8,88,ON,,
17,24,67,35,39,94,OFF,,
4,45,28,28,77,82,ON,,
76,9,56,51,30,19,OFF,,
6,9,56,11,14,87,ON,,
36,19,55,51,40,87,ON,,
36,17,43,23,99,6,ON,,
17,3,51,38,46,79,ON,,
25,24,55,64,29,93,OFF,,
71,36,57,54,26,49,ON,,
4,28,62,28,90,36,ON,,
26,2,23,37,0,28,OFF,,
5,34,37,74,28,11,ON,,
51,1,66,44,85,1,ON,,
9,23,61,7,92,20,ON,,
74,37,50,14,96,77,OFF,,
4,30,25,37,45,45,OFF,,
41,43,40,58,34,14,ON,,
49,16,26,87,21,15,ON,,
79,10,37,34,15,62,OFF,,
47,13,55,17,47,61,OFF,,
63,19,44,2,2,12,ON,,
63,28,49,44,78,51,ON,,
49,21,56,71,26,32,ON,,
56,7,63,40,58,30,OFF,,
69,1,52,20,43,10,OFF,,
42,45,58,30,57,21,ON,,
37,15,65,12,9,96,ON,,
32,35,34,56,33,2,ON,,
13,14,42,51,49,83,ON,,
27,18,51,22,77,40,ON,,
40,23,26,42,20,29,OFF,,
87,13,34,67,74,26,OFF,,
72,31,23,13,90,70,OFF,,
33,19,45,9,71,38,ON,,
73,20,21,50,26,79,OFF,,
10,8,22,81,17,58,ON,,
9,14,62,44,13,23,ON,,
45,20,35,28,89,21,ON,,
60,26,28,4,4,36,OFF,,
66,21,65,43,66,79,ON,,
85,12,55,0,9,72,OFF,,
50,16,28,16,64,95,OFF,,
88,37,46,33,20,57,OFF,,
43,29,43,42,86,95,ON,,
87,13,54,65,95,46,OFF,,
7,33,51,9,88,53,ON,,
10,1,41,69,44,15,ON,,
2,4,29,51,52,98,OFF,,
28,6,58,52,28,32,OFF,,
39,12,55,87,60,0,OFF,,
72,32,47,28,0,20,OFF,,
86,30,25,83,84,9,OFF,,
63,30,68,57,33,69,OFF,,
68,7,34,87,45,45,ON,,
39,22,55,5,44,14,OFF,,
19,39,63,70,75,38,ON,,
17,8,25,12,95,61,OFF,,
79,10,55,38,6,84,OFF,,
64,44,23,58,45,33,OFF,,
13,27,36,38,63,70,ON,,
57,0,48,56,19,56,OFF,,
26,0,43,10,76,69,OFF,,
30,27,67,13,98,40,ON,,
32,29,47,78,51,96,ON,,
22,42,38,0,19,82,ON,,
23,28,65,66,18,64,ON,,
75,26,60,12,0,5,OFF,,
25,4,43,95,65,64,OFF,,
39,37,51,13,32,65,ON,,
53,22,33,9,42,80,ON,,
4,8,46,61,4,95,ON,,
62,10,57,11,13,46,OFF,,
59,8,48,4,19,8,OFF,,
31,27,30,96,50,11,OFF,,
6,18,30,57,58,93,ON,,
35,33,45,84,23,64,ON,,
49,6,51,46,17,92,ON,,
77,2,37,41,12,2,OFF,,
15,30,35,84,80,14,ON,,
77,25,32,21,82,79,ON,,
29,24,31,64,26,63,OFF,,
72,14,62,50,77,14,OFF,,
83,15,61,10,72,87,OFF,,
76,12,67,30,22,22,ON,,
66,42,22,82,51,85,OFF,,
60,9,26,15,83,20,OFF,,
69,13,37,15,53,1,ON,,
72,28,44,16,85,88,ON,,
3,29,50,28,96,40,ON,,
72,19,49,66,26,2,ON,,
80,14,28,19,59,1,OFF,,
8,36,51,47,40,64,ON,,
52,4,48,9,31,33,OFF,,
3,18,57,5,74,89,OFF,,
18,41,21,43,57,10,ON,,
83,44,25,13,39,46,ON,,
4,1,58,53,22,46,OFF,,
90,24,28,79,60,36,OFF,,
18,44,62,80,61,93,ON,,
28,24,42,1,34,36,OFF,,
31,31,47,33,76,18,ON,,
71,20,64,81,27,34,OFF,,
14,40,62,9,6,60,ON,,
90,6,64,28,61,68,OFF,,
17,43,63,44,49,35,ON,,
1,38,20,54,66,95,OFF,,
3,45,23,5,76,73,ON,,
76,15,26,1,66,34,OFF,,
35,6,51,82,14,5,OFF,,
15,39,29,16,68,7,ON,,
71,45,26,23,91,24,OFF,,
38,7,59,65,30,85,OFF,,
49,20,36,37,44,78,ON,,
22,7,70,78,14,39,ON,,
26,19,45,23,20,52,OFF,,
74,7,31,68,31,43,OFF,,
20,10,70,96,44,27,OFF,,
46,42,41,46,58,21,ON,,
87,27,26,26,77,16,OFF,,
8,8,54,22,25,1,ON,,
31,36,26,1,39,70,ON,,
39,1,64,1,32,97,ON,,
69,43,58,2,58,91,ON,,
43,22,36,92,99,40,ON,,
3,7,45,84,30,99,OFF,,
81,33,64,41,83,64,ON,,
37,5,24,70,39,19,OFF,,
78,7,21,87,28,63,OFF,,
80,17,43,98,11,83,ON,,
46,9,41,4,24,6,ON,,
17,29,64,81,62,10,ON,,
68,25,45,51,16,88,ON,,
25,0,53,44,93,16,OFF,,
22,7,29,83,92,15,OFF,,
51,20,68,75,68,24,ON,,
22,28,68,36,60,28,ON,,
9,5,29,66,54,64,ON,,
70,30,31,87,17,42,OFF,,
71,24,47,41,13,6,ON,,
28,4,48,16,1,86,OFF,,
40,24,39,66,6,61,OFF,,
44,11,54,60,81,94,ON,,
13,4,24,82,70,28,ON,,
85,11,23,45,37,58,OFF,,
42,10,47,67,36,66,OFF,,
29,44,33,80,74,26,ON,,
73,28,59,16,80,72,OFF,,
24,35,50,47,49,68,ON,,
71,0,67,95,21,23,OFF,,
77,30,25,21,66,31,OFF,,
79,12,49,65,52,53,OFF,,
59,5,32,29,39,56,OFF,,
27,21,63,16,14,83,OFF,,
75,32,34,13,17,69,OFF,,
32,16,21,24,32,88,OFF,,
22,16,64,63,66,41,ON,,
80,7,50,19,34,91,OFF,,
66,14,57,5,91,78,OFF,,
22,19,43,4,15,58,ON,,
74,18,63,25,42,18,OFF,,
18,25,46,79,91,98,ON,,
53,36,63,73,55,57,OFF,,
49,31,32,10,89,25,ON,,
86,45,37,14,16,22,ON,,
31,23,40,4,98,83,ON,,
87,23,33,61,29,63,OFF,,
29,2,32,34,65,75,ON,,
67,23,54,45,22,45,ON,,
70,38,60,20,91,3,ON,,
10,5,20,39,58,38,ON,,
22,32,52,69,83,67,ON,,
5,1,62,9,75,11,ON,,
82,7,43,53,16,98,OFF,,
80,33,59,81,67,23,OFF,,
45,16,59,57,39,41,ON,,
70,30,21,50,48,28,ON,,
15,38,47,25,56,80,OFF,,
63,39,23,54,36,39,ON,,
65,41,62,31,6,87,OFF,,
40,28,45,94,60,41,ON,,
88,23,48,49,44,58,OFF,,
27,35,35,30,88,70,ON,,
67,5,32,76,94,34,OFF,,
4,6,24,23,53,29,ON,,
77,40,49,28,15,42,OFF,,
66,24,70,18,10,21,OFF,,
79,38,20,67,42,53,OFF,,
13,43,26,12,65,31,ON,,
33,32,22,88,86,55,ON,,
62,17,48,14,4,53,ON,,
47,17,69,13,89,6,ON,,
42,39,34,97,4,38,ON,,
52,31,38,15,95,8,ON,,
82,25,51,68,62,41,OFF,,
83,45,54,42,43,23,ON,,
8,34,40,21,34,89,ON,,
71,36,21,37,40,0,ON,,
33,21,32,71,4,46,OFF,,
80,40,32,26,8,23,ON,,
71,38,52,88,83,32,OFF,,
80,13,45,72,90,63,OFF,,
47,27,67,21,41,86,ON,,
19,44,59,88,88,37,ON,,
51,14,55,12,40,12,OFF,,
65,27,54,37,56,78,ON,,
46,4,25,98,59,57,OFF,,
54,28,27,14,21,23,ON,,
20,4,62,9,9,71,ON,,
27,8,56,72,1,37,OFF,,
21,7,25,88,9,27,ON,,
70,44,53,65,73,40,ON,,
10,3,37,70,90,46,ON,,
11,12,56,96,61,60,ON,,
27,7,51,52,94,50,OFF,,
30,23,50,67,1,36,ON,,
63,18,52,62,43,77,OFF,,
29,35,27,53,92,99,OFF,,
32,34,37,91,21,35,OFF,,
79,11,20,33,32,83,OFF,,
79,37,36,65,38,19,OFF,,
11,17,32,33,22,77,OFF,,
11,35,23,2,80,21,ON,,
25,31,40,24,87,59,ON,,
90,34,23,90,16,19,OFF,,
10,40,30,32,86,9,OFF,,
78,45,70,78,6,59,ON,,
87,24,25,63,73,46,OFF,,
58,24,50,74,54,26,ON,,
6,41,53,8,71,66,ON,,
16,16,62,56,96,78,ON,,
10,9,48,5,61,59,ON,,
38,15,46,43,19,67,ON,,
87,27,63,2,1,59,OFF,,
51,37,47,97,48,23,ON,,
80,6,47,67,26,88,OFF,,
87,24,42,90,32,33,OFF,,
27,29,39,65,35,44,OFF,,
69,31,25,97,56,42,OFF,,
50,39,45,52,34,85,ON,,
36,16,48,50,23,7,OFF,,
54,23,38,25,88,23,OFF,,
68,5,60,62,78,16,OFF,,
42,36,20,81,44,5,ON,,
19,26,31,85,12,46,ON,,
68,19,48,72,63,47,ON,,
55,6,32,1,83,99,ON,,
63,8,53,84,26,23,OFF,,
54,42,50,28,19,40,OFF,,
77,15,49,55,49,93,OFF,,
3,29,51,26,27,98,ON,,
28,14,35,10,44,82,ON,,
19,9,68,35,83,74,ON,,
57,36,61,25,62,15,ON,,
55,27,36,20,29,65,ON,,
31,20,65,82,74,4,ON,,
71,33,29,27,61,90,OFF,,
75,4,34,91,67,67,OFF,,
81,13,46,90,48,0,OFF,,
24,22,57,91,16,59,OFF,,
